UserID,PolicyID1,PolicyID2,PolicyID3,PolicyID4,PolicyID5,PolicyID6,PolicyID7,PolicyID8,PolicyID9,PolicyID10
22518,2.8,1.6,4.8,,2.3,,5.0,1.1,,3.5
22519,3.5,1.2,1.3,3.8,,4.0,4.7,3.8,4.7,4.0
22520,4.6,,,2.7,3.1,4.8,4.8,,,3.1
22521,,,,3.0,3.7,4.9,,2.8,2.2,3.6
22522,2.7,2.3,2.4,1.8,,4.6,1.6,3.0,,1.1
22523,2.5,1.1,2.2,4.0,4.5,3.1,2.0,,2.2,4.2
22524,3.2,4.9,2.5,3.0,3.3,,,3.7,1.6,1.3
22525,1.0,1.4,1.2,1.8,1.6,1.2,,,2.7,2.4
22526,3.7,1.4,3.6,1.5,4.2,2.0,2.5,1.2,,2.4
22527,,,,2.3,2.1,2.0,,,1.2,4.0
22528,3.9,,2.7,4.9,,2.5,,,,1.3
22529,4.7,2.3,,2.6,3.8,3.4,2.7,3.5,3.6,
22530,4.7,,4.0,1.7,3.4,,1.8,3.1,3.2,
22531,3.3,3.0,2.9,,2.3,4.4,,,3.6,
22532,3.5,,,3.2,3.9,1.1,1.4,3.5,2.6,4.8
22533,2.6,,1.5,2.1,4.2,,1.7,3.4,2.6,2.7
22534,2.0,,4.8,2.8,,,3.1,4.9,,1.8
22535,,,2.8,3.2,3.0,3.1,3.1,1.2,2.2,
22536,3.1,3.6,1.6,3.9,,1.6,1.7,,1.5,4.6
22537,,,1.6,1.8,,2.2,,,,3.6
22538,1.9,1.4,1.9,,2.9,,1.7,1.7,1.6,1.0
22539,3.6,2.6,4.4,4.4,,3.6,1.5,,2.2,
22540,2.1,3.7,3.9,4.6,4.2,2.3,1.3,4.7,3.7,4.1
22541,,,3.6,2.6,4.0,3.5,2.5,,,
22542,4.9,4.4,3.5,4.1,,1.2,2.2,3.1,,4.2
22543,1.2,3.8,1.6,1.1,,3.5,1.6,4.8,2.4,3.9
22544,,4.4,4.4,,,1.7,,4.9,1.0,
22545,4.0,,,,3.2,1.1,2.8,,3.4,
22546,1.9,1.8,2.4,,1.1,2.6,,1.9,2.1,
22547,,,,3.5,3.4,1.6,4.2,4.8,3.5,2.6
22548,1.5,2.7,3.0,1.7,,2.7,,1.1,,2.0
22549,4.2,,,2.7,2.7,4.3,2.0,3.3,,
22550,4.8,,3.7,2.6,,3.8,2.2,4.0,2.6,
22551,2.1,2.2,,,2.5,4.4,2.1,4.3,4.0,
22552,4.2,,2.1,1.9,2.8,3.2,1.3,1.9,3.6,1.0
22553,4.9,3.4,3.2,3.6,,,,5.0,,3.8
22554,4.2,3.6,,4.8,2.8,2.4,,2.9,,
22555,,3.1,2.6,3.5,1.7,2.8,,2.5,2.4,1.6
22556,4.5,3.8,,4.1,2.4,,4.2,,,4.9
22557,3.8,3.5,3.5,1.1,,3.1,2.3,2.5,4.0,3.7
22558,4.9,3.4,1.4,1.4,1.6,,,3.8,,1.7
22559,,2.0,1.2,,1.5,1.6,,2.0,4.4,2.7
22560,,,3.6,2.9,4.4,3.1,3.0,4.2,3.4,
22561,,,3.4,,,1.9,4.3,,,1.2
22562,,4.0,2.2,5.0,2.4,3.3,1.0,4.1,4.8,
22563,4.4,,,,4.2,,3.8,4.5,1.2,1.2
22564,,5.0,2.0,,1.7,,4.5,,3.9,
22565,3.8,,4.5,4.5,4.2,1.6,,2.7,1.9,4.3
22566,2.7,1.3,,,2.3,1.8,,2.1,1.1,3.1
22567,,3.1,2.1,4.1,3.2,2.6,3.0,,1.1,1.2
22568,3.7,,,4.1,3.1,4.9,2.6,1.0,1.0,3.4
22569,,,3.9,2.4,4.3,4.7,2.0,,1.5,
22570,2.4,3.0,,,,2.5,4.4,,1.9,2.3
22571,2.0,3.2,2.5,3.2,4.6,2.4,4.3,3.2,3.0,
22572,3.7,1.2,1.7,3.4,,,1.8,,2.6,4.7
22573,,,1.4,2.1,,,2.4,,4.5,4.1
22574,1.6,,1.8,2.3,2.7,,2.1,,1.8,
22575,,,4.9,,2.9,,1.7,4.7,2.8,2.0
22576,2.7,4.6,3.8,2.8,,4.0,3.3,,,1.8
22577,3.0,3.2,1.8,1.3,2.4,3.3,,,,3.6
22578,3.6,,,2.1,1.9,,4.3,,,2.8
22579,,2.6,,3.0,3.4,,,4.0,4.6,1.2
22580,2.2,2.6,,4.3,4.9,4.4,3.1,2.5,4.4,
22581,4.4,2.1,3.3,,2.0,3.3,3.5,4.4,,
22582,2.1,,2.9,3.7,,2.5,1.9,1.5,2.2,1.9
22583,1.9,,,,,,,2.0,4.5,4.1
22584,4.6,4.8,2.8,1.5,2.9,1.3,,2.4,,1.8
22585,1.1,1.9,4.0,2.6,4.7,2.5,1.9,3.7,4.9,
22586,,,2.0,4.1,4.1,,4.9,,1.4,2.7
22587,,,2.2,5.0,,3.3,,,3.8,
22588,,,3.9,4.1,,3.9,3.9,3.3,,
22589,1.8,4.7,4.3,4.6,2.5,1.1,4.9,,4.3,
22590,2.0,1.8,1.8,2.5,4.5,2.6,2.2,,,2.3
22591,,2.7,,1.3,3.0,2.2,1.2,3.1,2.2,4.9
22592,3.1,1.7,,1.9,5.0,,4.4,3.6,,1.3
22593,1.6,,4.8,1.6,4.0,,,,5.0,4.2
22594,2.3,3.0,1.5,4.2,2.8,3.2,,,1.7,1.6
22595,2.6,,,1.1,1.5,2.1,4.3,2.3,3.3,3.9
22596,,3.5,,,2.5,,1.9,,,3.0
22597,4.5,1.2,2.7,1.2,4.4,,3.2,2.8,4.3,2.9
22598,,1.2,2.7,4.2,2.3,4.9,,4.1,4.6,2.6
22599,2.9,3.3,,,3.4,1.4,,4.6,2.3,4.2
22600,1.4,1.5,1.6,,,3.8,,3.8,3.6,4.5
22601,1.4,2.5,3.1,,,4.8,3.3,3.9,4.0,3.1
22602,1.5,,2.2,,,1.7,,,,4.3
22603,,,,2.4,2.2,1.8,1.6,,4.3,
22604,3.6,,4.6,4.7,2.7,4.2,2.9,4.2,2.4,2.5
22605,1.3,,,3.9,3.0,2.5,3.4,4.5,4.7,4.3
22606,,3.8,2.0,5.0,1.2,1.6,4.1,4.2,4.5,3.8
22607,4.3,1.9,,2.2,2.8,2.6,,3.8,4.2,1.1
22608,,4.5,4.8,,,,4.3,,3.0,4.2
22609,1.5,1.9,4.2,1.2,3.6,3.9,1.9,1.6,2.4,1.4
22610,,4.7,3.0,1.5,3.1,,2.6,,,3.7
22611,3.5,1.9,2.8,3.1,,1.2,,1.3,3.6,5.0
22612,2.5,4.0,1.7,,3.7,3.7,,2.1,3.3,3.4
22613,,4.0,4.3,2.9,,3.1,,1.3,4.6,3.6
22614,2.7,4.0,3.6,4.9,3.8,1.1,1.2,,4.3,1.5
22615,1.6,1.8,1.8,,,,,,1.9,4.4
22616,,1.6,3.5,4.5,3.0,4.6,3.7,5.0,3.3,
22617,1.7,4.0,,1.4,1.8,,,,3.7,1.7
22618,2.9,,2.6,3.3,4.9,2.4,2.3,,1.2,
22619,,2.9,,3.1,2.0,3.4,3.4,3.4,,1.1
22620,2.9,3.9,1.5,3.9,4.0,1.7,1.3,4.3,1.2,2.3
22621,1.8,4.3,3.0,1.9,1.8,5.0,3.4,1.5,4.2,2.9
22622,,,2.2,1.1,1.6,4.0,4.5,,2.4,3.9
22623,1.2,,1.5,3.9,4.4,3.8,2.4,1.2,3.1,4.0
22624,1.3,,3.7,4.8,3.9,1.3,3.5,3.5,4.1,1.8
22625,,,3.2,,4.3,,1.8,,4.7,2.5
22626,2.4,2.3,2.8,2.1,,,,4.0,4.0,3.7
22627,1.0,,2.2,3.6,,4.7,,4.4,,1.7
22628,,4.0,2.6,1.3,1.5,,,4.1,2.9,
22629,,1.8,5.0,1.4,,,3.5,,2.7,4.0
22630,4.1,4.2,,1.3,2.0,3.9,4.4,,2.6,2.1
22631,3.4,2.6,2.9,2.2,,4.2,,2.5,3.6,1.2
22632,4.8,1.7,3.4,3.8,4.0,4.5,,,,
22633,1.9,,2.7,5.0,1.3,,1.9,3.9,2.7,4.2
22634,4.3,3.2,,4.4,,,,4.6,5.0,1.4
22635,,4.9,1.3,2.2,,4.9,1.9,1.9,1.1,
22636,2.4,,,4.8,4.5,3.1,,,3.0,4.0
22637,3.4,4.9,,1.4,3.2,2.3,2.3,,2.7,4.2
22638,4.4,1.8,2.9,,,,4.3,4.6,,4.3
22639,3.8,,1.6,2.2,1.2,1.0,3.8,5.0,2.5,
22640,,2.9,,,,,,,,4.4
22641,3.7,1.6,,4.3,4.9,1.1,2.6,,4.7,
22642,4.5,2.5,2.1,4.9,2.7,4.2,1.5,1.2,,
22643,4.8,,,,2.3,,2.2,,,
22644,1.8,,3.5,,,4.7,2.4,1.0,,
22645,,2.2,,3.7,,2.5,2.1,,1.8,
22646,3.7,1.9,1.8,,2.9,3.4,3.2,3.3,4.2,1.5
22647,2.0,,1.8,3.1,,2.4,4.2,,2.0,1.5
22648,4.9,4.7,1.3,1.7,1.1,4.8,2.2,2.2,,
22649,3.9,3.9,3.2,4.9,2.3,4.1,4.7,1.5,2.5,3.7
22650,2.9,,,,2.6,3.0,,1.3,3.6,3.7
22651,1.8,3.3,3.3,4.2,,,3.6,,4.2,2.6
22652,3.1,1.5,1.6,4.4,1.7,1.5,4.5,1.3,,
22653,2.7,,4.6,,,,3.1,,3.0,4.5
22654,,4.2,4.4,1.1,3.9,4.5,1.2,,,4.0
22655,,,,,3.3,,3.5,,4.1,4.3
22656,4.2,1.8,1.4,4.3,1.0,2.7,1.9,2.6,4.8,
22657,3.9,1.0,1.7,,4.8,1.8,2.1,,1.1,3.0
22658,,,3.6,1.0,1.7,3.7,4.0,4.1,3.0,2.7
22659,2.2,2.8,,,1.2,4.8,5.0,4.4,3.5,
22660,2.1,1.1,3.6,2.9,4.5,3.2,,,4.5,4.6
22661,,,,1.9,1.7,3.1,5.0,2.7,4.0,4.8
22662,2.3,,1.1,1.5,2.7,,,2.7,,2.0
22663,4.2,2.1,,,1.2,2.9,1.4,4.6,3.6,2.3
22664,3.4,,,,2.3,4.9,3.1,2.0,3.3,1.3
22665,2.8,5.0,2.8,1.9,,,3.1,4.8,,
22666,3.3,3.8,1.7,1.6,2.3,3.8,,1.4,4.5,
22667,,4.8,2.6,,2.5,4.7,3.3,4.5,3.0,1.9
22668,,1.3,1.5,3.1,4.1,2.5,2.7,3.4,3.2,1.8
22669,2.6,2.3,4.6,2.2,2.1,,3.8,4.6,,3.6
22670,3.8,2.7,,2.8,3.3,4.4,,3.4,,1.2
22671,2.8,1.4,,3.0,2.2,,,4.2,1.0,
22672,,4.3,,,3.8,,4.0,1.4,1.2,3.1
22673,3.2,4.4,3.9,3.9,2.8,1.7,3.3,1.5,2.9,
22674,1.2,3.8,2.4,,2.0,2.2,,2.3,1.3,
22675,4.6,4.7,1.6,,1.6,4.7,2.5,1.6,,1.7
22676,2.2,,3.9,4.4,4.8,4.4,1.3,4.7,4.7,
22677,,2.0,4.5,4.1,4.9,2.9,2.2,2.7,1.4,
22678,2.7,4.3,1.4,3.9,3.7,,3.3,1.0,4.4,3.9
22679,,,,2.7,4.1,,,3.2,4.6,3.5
22680,3.0,1.9,3.5,2.6,,,2.2,3.0,,
22681,,3.2,3.8,,,1.7,,3.8,4.7,3.7
22682,3.8,1.9,1.7,4.1,,,4.4,,,1.7
22683,4.2,1.6,3.8,,1.5,4.7,3.3,,1.9,2.3
22684,,2.9,4.1,2.7,1.8,,1.1,,4.5,2.7
22685,,2.0,,2.4,,4.1,,1.1,4.0,
22686,1.1,3.4,,1.9,,3.6,,4.9,3.1,1.2
22687,5.0,2.8,,3.7,1.6,,2.8,,4.7,2.9
22688,2.1,4.4,2.3,,2.9,1.7,2.7,3.3,1.1,1.7
22689,2.3,,1.8,4.3,1.3,4.2,,3.8,1.8,1.1
22690,3.2,,2.3,3.6,1.4,1.3,4.4,3.1,2.2,1.1
22691,,1.3,3.7,3.7,2.3,,2.1,4.8,4.9,
22692,1.3,3.7,,2.9,4.9,5.0,3.8,2.9,,1.1
22693,4.9,2.3,,4.9,4.8,1.5,,,1.3,
22694,4.5,5.0,3.0,,4.5,,,3.2,,4.6
22695,,2.0,1.3,3.4,,4.7,4.2,2.0,,
22696,,,,3.6,,2.6,,3.4,,3.9
22697,4.5,1.5,4.8,3.7,4.2,1.2,,3.1,2.6,4.7
22698,3.8,,4.7,,4.4,,1.5,3.4,2.5,
22699,3.0,3.2,,1.2,,2.9,1.5,3.3,,1.7
22700,2.4,4.9,,2.5,3.6,2.7,4.2,3.2,3.9,4.2
22701,3.5,3.1,1.9,4.9,1.3,4.8,4.2,4.4,3.3,
22702,4.5,4.4,3.1,,4.3,,4.4,3.3,,3.7
22703,3.4,,,3.3,,1.0,4.1,3.0,1.1,3.4
22704,,2.5,3.2,4.4,4.4,4.8,3.2,1.5,,
22705,3.5,,2.3,2.4,4.8,2.9,,2.9,,3.0
22706,2.7,,,,,1.3,2.3,1.4,2.6,
22707,,2.4,4.4,4.2,3.8,1.8,,2.0,3.4,2.9
22708,,1.4,,3.7,3.0,,1.1,,,2.8
22709,4.1,3.2,4.8,2.8,3.2,4.6,2.4,2.1,,
22710,4.4,,1.5,2.7,2.9,,,1.2,3.5,3.6
22711,3.3,,2.1,,4.8,4.5,4.3,3.5,3.5,4.1
22712,3.6,3.6,,3.0,3.2,,,,1.7,
22713,2.0,4.2,3.9,2.2,2.1,2.7,2.5,,,
22714,,,,1.4,1.7,4.6,1.9,,4.7,4.8
22715,3.0,1.7,,,2.4,1.6,,4.7,3.4,4.4
22716,4.4,2.7,,2.9,,2.6,,2.6,,2.5
22717,,4.8,3.2,1.6,2.8,,2.5,1.7,2.0,3.0
22718,2.7,,3.7,3.7,2.0,1.1,,,3.2,
22719,,,3.8,3.7,4.7,,4.3,4.9,4.4,2.1
22720,4.0,,,4.2,,2.0,3.3,2.1,,
22721,4.8,,,,2.7,,4.9,1.9,1.4,4.7
22722,,4.6,,1.3,1.3,2.2,4.9,,1.1,4.7
22723,4.9,1.2,1.3,4.6,2.3,4.2,2.4,,2.3,1.8
22724,,2.1,,3.4,3.9,3.0,1.3,4.2,4.0,1.5
22725,,3.5,4.8,3.8,,1.9,,4.1,,3.9
22726,4.1,2.8,3.8,3.3,,5.0,4.5,1.3,3.7,3.1
22727,,1.8,,2.0,,,,,4.2,1.2
22728,1.7,,,3.6,,2.0,,4.2,,2.7
22729,2.0,3.5,2.0,,,4.5,2.0,,2.4,4.9
22730,1.7,2.2,4.4,,4.7,2.4,3.2,4.1,,4.0
22731,3.7,2.2,,3.7,2.2,3.7,3.7,1.3,,1.5
22732,,3.5,,4.5,3.1,3.6,3.5,4.2,,4.9
22733,3.0,,2.6,1.4,2.8,,,,,
22734,3.0,,1.2,,4.6,1.3,1.4,4.2,1.3,
22735,5.0,,4.5,,,1.1,2.4,1.5,1.8,
22736,,3.2,5.0,3.1,2.7,1.8,4.7,4.7,4.1,4.5
22737,,,3.9,,3.2,2.7,2.3,2.5,1.8,2.6
22738,3.3,1.0,2.0,1.1,4.7,2.3,,1.6,,3.4
22739,2.2,,1.2,1.8,,2.7,2.3,1.2,,1.9
22740,4.4,3.6,,4.5,1.6,,,2.6,,1.6
22741,,1.9,1.6,,4.0,1.8,2.6,,2.1,
22742,2.4,4.4,1.3,,3.0,2.5,2.6,2.0,3.3,3.3
22743,3.8,2.6,3.2,,2.1,3.2,3.9,,3.9,
22744,4.8,2.4,,,2.6,3.5,,3.4,4.9,4.9
22745,3.8,3.5,4.7,4.8,4.3,3.9,3.8,2.3,4.8,
22746,,1.7,2.0,1.0,2.0,2.9,,,1.7,3.9
22747,1.2,2.6,2.0,2.6,1.3,4.7,2.2,1.7,4.5,1.6
22748,3.6,,4.1,3.9,3.6,3.9,3.1,5.0,3.5,
22749,2.8,2.0,1.0,2.9,,2.7,1.1,4.8,3.2,
22750,,2.3,4.2,3.9,1.7,,4.9,3.1,4.6,4.5
22751,3.1,,3.3,,1.7,,4.2,4.0,1.1,
22752,2.7,2.1,2.4,,3.9,3.5,,2.2,4.0,3.5
22753,4.6,4.4,3.7,2.9,1.2,,1.0,4.3,4.7,4.3
22754,3.6,3.0,4.7,4.7,5.0,1.9,3.5,4.9,3.7,
22755,1.3,2.9,1.1,4.9,,2.3,,3.3,1.1,2.9
22756,2.4,,2.1,4.6,5.0,,3.4,4.6,,2.7
22757,3.2,4.7,2.0,,2.4,2.2,4.0,5.0,1.9,2.0
22758,4.8,3.4,3.7,4.7,4.3,2.1,3.8,4.0,3.0,1.7
22759,2.7,,,,2.4,4.8,4.1,2.5,4.4,4.0
22760,1.3,1.1,1.7,,3.3,1.9,4.7,,,3.5
22761,2.8,,,3.9,4.2,3.1,2.2,,,2.4
22762,,4.2,5.0,1.2,,4.0,2.2,3.4,1.9,4.7
22763,3.6,,2.7,2.2,3.2,,2.3,1.3,1.2,2.0
22764,,1.9,,,3.4,3.5,3.5,4.3,1.1,
22765,,,4.0,3.0,4.7,,3.5,3.5,3.1,
22766,4.1,1.0,3.6,3.8,1.1,,4.5,3.7,,3.6
22767,2.2,4.4,,3.9,4.3,,,4.0,1.3,2.5
22768,2.4,1.9,1.4,5.0,1.3,1.8,3.0,,1.7,1.2
22769,1.0,2.0,2.0,3.4,1.7,2.7,2.4,,2.6,4.6
22770,1.6,1.7,5.0,1.2,,,3.0,,,1.7
22771,3.4,,,,,3.2,3.7,4.4,3.6,2.3
22772,1.5,,2.5,2.1,,2.7,2.7,,1.0,2.5
22773,4.6,1.6,1.2,1.6,3.0,3.2,3.8,4.8,1.4,3.4
22774,3.0,4.5,4.7,3.2,,,1.1,4.7,3.8,3.5
22775,3.0,,3.2,3.4,4.6,4.2,1.7,4.9,1.7,3.0
22776,2.2,1.4,1.3,1.3,,,,1.9,2.1,2.3
22777,4.4,2.7,,,2.2,,3.8,1.6,,2.9
22778,4.1,2.6,3.2,4.7,,,2.9,4.5,1.8,
22779,,3.9,2.9,2.0,1.3,3.7,3.9,4.8,4.0,2.4
22780,2.8,3.6,4.9,1.2,3.4,2.0,,,1.5,
22781,4.5,4.4,3.9,,,4.0,,2.5,1.3,2.4
22782,4.9,1.6,,4.8,2.3,4.6,2.4,1.5,,3.4
22783,,2.4,3.1,2.1,1.1,,1.0,2.5,1.5,3.9
22784,,,4.3,3.2,1.6,1.7,2.7,3.2,,3.9
22785,,1.3,4.6,3.1,3.5,1.5,3.2,3.7,1.4,1.7
22786,3.7,4.1,,4.9,,2.5,,3.8,1.3,
22787,3.0,1.2,1.8,2.3,3.9,4.8,3.1,,3.1,4.0
22788,,,2.7,4.2,3.5,4.8,,4.6,3.2,4.5
22789,1.7,,4.1,3.4,1.4,1.6,2.6,1.0,3.5,
22790,4.5,1.7,3.5,4.9,4.5,4.2,,4.6,2.1,
22791,2.4,4.1,4.7,3.8,1.9,2.6,,,,2.4
22792,2.7,3.4,3.0,2.6,,1.9,,,2.1,4.5
22793,3.5,1.7,4.6,1.1,2.7,3.2,,,2.7,1.1
22794,,,1.1,2.3,,,4.7,,3.7,3.9
22795,3.2,,4.6,2.3,4.7,3.7,4.6,2.5,,
22796,,4.0,,,,1.8,3.8,3.3,3.3,3.7
22797,3.0,3.2,4.5,2.9,3.1,1.2,3.1,1.9,2.7,2.5
22798,3.2,1.4,2.4,,,1.7,1.9,1.3,1.2,2.3
22799,3.0,,,4.9,,2.5,,3.8,3.1,4.8
22800,2.2,,,,2.5,3.6,2.4,,3.3,
22801,,1.1,4.8,,4.4,1.6,1.6,4.3,,3.3
22802,3.6,3.2,4.3,,,,,2.7,3.8,1.1
22803,,2.3,,2.7,3.2,2.5,,2.1,3.7,2.1
22804,4.5,,4.8,3.9,,1.3,4.1,1.7,1.8,3.2
22805,,,3.9,,2.2,2.4,2.5,,,
22806,,1.0,2.5,2.9,2.4,,3.4,,,2.8
22807,1.9,3.5,4.3,3.3,1.8,1.1,1.2,,1.9,
22808,1.3,4.0,,3.7,4.1,,1.3,3.7,2.7,3.0
22809,3.9,4.9,4.8,3.0,2.6,4.8,,2.8,3.6,2.8
22810,4.1,,,,4.9,1.3,1.9,2.5,,4.1
22811,4.1,4.1,,,1.9,1.9,4.3,,,4.5
22812,,1.2,2.1,1.4,3.2,2.6,1.0,2.2,3.1,
22813,3.9,3.3,2.4,4.4,,,,4.4,4.6,2.6
22814,2.4,,1.8,,3.6,,3.8,,3.5,2.0
22815,2.8,2.6,1.5,1.5,2.4,2.7,,,4.3,
22816,4.0,2.7,,3.7,1.0,3.5,2.5,2.7,,
22817,,4.6,3.3,,1.3,3.3,3.1,,1.8,
22818,4.4,4.4,2.1,2.5,3.7,3.1,1.5,1.2,,1.6
22819,2.2,4.2,,3.4,1.7,,2.6,2.9,,2.6
22820,2.9,4.7,4.4,,,,2.6,1.2,,4.7
22821,1.2,,,3.8,1.9,1.9,2.4,3.0,2.1,
22822,1.6,2.2,3.4,2.9,4.6,,,2.4,,
22823,,1.6,,,,5.0,4.9,4.8,1.9,2.8
22824,1.2,,5.0,3.6,1.6,4.3,3.8,2.2,,2.9
22825,,4.2,,2.0,1.5,2.6,1.0,3.7,,
22826,1.6,2.7,2.2,3.9,2.9,,,,1.2,4.3
22827,3.4,1.1,,4.8,4.9,1.2,,4.7,3.2,2.0
22828,4.7,3.8,1.6,,,3.7,1.1,4.1,3.8,1.3
22829,4.1,,,,3.2,2.4,2.8,,3.0,
22830,4.9,3.4,2.5,,4.2,2.3,,,1.6,
22831,,,2.9,,,,2.0,,4.8,3.0
22832,4.2,3.9,,4.0,4.7,4.8,1.8,2.9,3.9,3.0
22833,2.2,,4.9,2.2,1.8,4.6,,,1.9,
22834,2.2,,5.0,1.1,,,,4.5,2.1,3.9
22835,,4.9,,3.4,3.2,3.1,,4.2,4.1,
22836,4.5,2.0,2.9,1.6,2.4,,2.2,3.5,2.3,3.8
22837,,,2.6,,,2.3,2.7,4.4,,2.4
22838,,,2.2,3.1,,4.7,1.4,2.3,1.5,4.3
22839,,1.9,4.2,1.1,3.0,4.3,2.8,,3.9,
22840,4.1,1.5,,,2.3,3.0,,3.5,2.4,
22841,,2.7,3.8,,1.5,,1.7,1.2,2.5,1.4
22842,2.0,4.6,3.3,,,,,,3.3,
22843,4.2,4.9,,3.5,1.3,3.5,,3.7,,4.9
22844,5.0,5.0,,,,,1.4,2.9,3.6,1.9
22845,4.2,4.3,,4.3,1.5,3.3,1.2,3.7,2.1,1.4
22846,,3.5,4.7,4.1,1.4,4.8,,3.4,2.3,1.1
22847,4.2,4.3,3.9,,,,1.6,,3.5,3.8
22848,3.0,4.8,2.9,,3.8,,2.9,2.7,3.2,3.4
22849,4.2,2.4,,,2.9,1.1,,2.8,1.8,1.6
22850,4.6,4.2,4.1,,2.9,2.8,,3.9,,1.0
22851,,,2.8,3.2,3.8,4.2,3.2,1.4,3.0,
22852,,1.9,,4.2,,,1.9,2.0,1.3,3.7
22853,1.0,1.3,1.7,2.8,1.3,1.2,1.2,3.2,,3.0
22854,3.4,4.4,1.2,1.4,2.3,,1.1,4.0,3.5,
22855,,1.8,1.4,4.0,,,,2.7,2.4,
22856,5.0,3.2,,,1.2,1.1,,1.2,,4.8
22857,2.5,2.5,,2.2,1.9,3.4,4.2,5.0,,5.0
22858,2.0,,3.7,2.9,,,2.6,,4.0,2.6
22859,,,,,3.7,,1.3,,2.3,
22860,,,,2.2,3.8,2.7,5.0,2.6,4.2,1.4
22861,2.1,2.7,,2.0,4.2,,1.2,2.8,2.7,
22862,4.8,1.4,4.2,,,4.9,2.9,3.5,3.1,
22863,,,4.2,3.3,,3.6,,4.9,,3.8
22864,4.7,2.8,1.4,,4.0,1.5,1.1,,1.8,3.3
22865,2.4,,,1.5,,2.2,2.9,,4.3,4.8
22866,1.5,4.5,1.1,,3.9,,,1.4,3.7,2.4
22867,4.3,1.1,3.3,3.2,,4.3,5.0,1.5,4.6,4.7
22868,2.9,2.1,2.6,,4.8,3.2,4.8,,3.5,1.7
22869,2.4,1.4,,,2.4,2.1,2.2,,,2.7
22870,2.6,,,1.2,4.8,2.8,1.0,3.1,,1.9
22871,3.1,4.9,4.2,2.0,5.0,1.6,3.6,3.3,3.0,
22872,,2.0,1.2,,4.0,,,4.2,3.4,1.2
22873,2.4,,,,,4.9,2.0,3.3,1.9,
22874,2.2,,4.1,2.9,3.3,,,1.7,,2.3
22875,3.4,1.1,,3.6,4.1,3.7,1.8,2.0,2.0,3.0
22876,,2.3,4.2,,1.5,3.1,4.7,,3.3,
22877,2.5,1.2,4.3,2.1,,3.4,1.5,1.7,,1.2
22878,2.9,3.2,1.3,3.7,1.7,,4.6,,3.1,3.3
22879,,1.4,1.5,1.8,4.6,4.6,3.5,3.1,3.3,4.4
22880,3.1,1.9,,1.1,,2.6,1.7,3.4,4.5,1.2
22881,,3.4,2.9,1.5,1.9,1.4,,4.8,1.9,2.0
22882,4.0,2.6,1.5,,4.0,2.1,2.9,2.3,,4.4
22883,,4.7,1.7,1.1,3.5,,,,4.9,3.2
22884,4.7,1.8,2.2,,,3.1,1.5,2.8,1.6,2.2
22885,,4.0,4.5,,1.8,,,,1.6,3.7
22886,1.4,2.0,1.8,,1.8,,4.9,1.1,1.3,3.6
22887,,2.7,,3.0,1.7,4.3,1.2,,4.3,
22888,,1.5,4.6,,4.8,1.2,4.3,3.1,2.4,2.2
22889,,,3.5,5.0,1.9,,,4.3,,1.6
22890,,3.4,3.9,,,4.8,,,3.6,
22891,1.8,1.8,2.5,2.8,2.2,2.3,,1.3,3.9,4.4
22892,1.3,2.2,1.8,3.1,,4.1,3.4,1.5,3.3,2.9
22893,,4.0,4.6,1.4,3.0,3.6,1.2,2.2,1.4,
22894,1.8,4.5,,,,1.9,,,4.6,4.1
22895,2.6,,4.2,4.8,2.0,,4.8,2.6,,3.1
22896,,3.9,,,,,3.3,2.1,4.7,4.2
22897,,3.0,3.5,,,2.4,3.0,,3.4,
22898,3.5,1.3,3.7,,,,,4.3,3.3,
22899,3.6,,,3.8,1.9,4.8,3.9,3.2,1.5,4.8
22900,,3.1,2.3,2.2,1.6,4.4,1.0,4.1,2.9,1.9
22901,4.3,3.0,1.3,,,3.9,,,1.8,4.6
22902,,4.5,4.7,1.2,4.7,4.6,4.1,4.0,,3.6
22903,,4.8,4.5,3.5,,,3.8,3.1,4.4,2.0
22904,4.1,,1.8,4.0,1.1,4.1,2.6,3.7,,2.8
22905,,4.0,2.3,3.5,1.3,2.0,,3.0,4.3,2.6
22906,4.2,2.1,3.3,,3.1,,4.0,,3.4,
22907,,4.6,4.1,,1.8,2.7,4.4,,3.1,4.6
22908,4.6,1.7,3.7,4.8,1.3,2.2,4.9,2.3,3.0,4.1
22909,,4.3,4.1,1.0,2.5,2.6,3.8,,,1.3
22910,,1.3,3.9,4.7,,,2.8,1.5,3.3,
22911,,4.8,1.5,3.8,2.1,,1.3,4.9,,4.8
22912,1.5,4.4,3.3,,3.5,4.2,,4.7,2.2,2.4
22913,,2.1,1.2,4.0,3.7,3.8,,3.5,1.8,1.7
22914,2.6,3.0,4.6,2.0,4.7,3.1,2.3,1.3,2.8,
22915,,1.4,4.8,,2.0,1.2,3.4,4.3,3.3,
22916,3.6,1.2,1.7,2.8,1.9,2.7,2.9,1.8,2.0,1.0
22917,2.7,2.6,4.1,,2.4,,4.8,2.6,,
22918,,1.4,3.0,1.6,3.2,2.7,2.0,,,1.6
22919,1.6,2.3,2.6,3.8,4.6,3.4,4.9,1.5,4.5,
22920,1.7,1.2,1.9,,,3.5,,4.8,,3.7
22921,,3.5,2.3,2.3,2.5,1.8,2.2,4.0,4.9,4.2
22922,,3.2,,4.3,4.6,,1.3,,2.8,3.6
22923,1.9,,3.6,1.4,1.0,,,4.5,2.0,1.1
22924,1.8,2.6,,,3.4,1.2,,2.8,4.5,
